session_id,step_id,step_type,text_id,question_number,points,max_points
S022,T15_Q2,question,T15,2,1,1
S022,T15_Q3,question,T15,3,0,1
S022,T18_Q1,question,T18,1,0,1
S022,T18_Q2,question,T18,2,0,1
S022,T18_Q3,question,T18,3,0,1
S022,T20_Q1,question,T20,1,0,1
S022,T20_Q2,question,T20,2,1,1
S022,T20_Q3,question,T20,3,1,1
S022,T24_Q1,question,T24,1,0,1
S022,T24_Q2,question,T24,2,1,1
S022,T24_Q3,question,T24,3,0,1
S022,T27_Q1,question,T27,1,0,1
S022,T27_Q2,question,T27,2,0,1
S022,T27_Q3,question,T27,3,1,1
S022,T28_Q1,question,T28,1,0,1
S022,T28_Q2,question,T28,2,1,1
S022,T28_Q3,question,T28,3,0,1
S022,T30_Q1,question,T30,1,0,1
S022,T30_Q2,question,T30,2,1,1
S022,T30_Q3,question,T30,3,0,1
S022,T37_Q1,question,T37,1,1,1
S022,T37_Q2,question,T37,2,0,1
S022,T37_Q3,question,T37,3,0,1
S022,T41_Q1,question,T41,1,0,1
S022,T41_Q2,question,T41,2,1,1
S022,T41_Q3,question,T41,3,0,1
S023,T12_Q1,question,T12,1,1,1
S023,T12_Q2,question,T12,2,1,1
S023,T12_Q3,question,T12,3,1,1
S023,T15_Q1,question,T15,1,1,1
S023,T15_Q2,question,T15,2,1,1
S023,T15_Q3,question,T15,3,1,1
S023,T18_Q1,question,T18,1,1,1
S023,T18_Q2,question,T18,2,1,1
S023,T18_Q3,question,T18,3,1,1
S023,T20_Q1,question,T20,1,1,1
S023,T20_Q2,question,T20,2,1,1
S023,T20_Q3,question,T20,3,1,1
S023,T24_Q1,question,T24,1,1,1
S023,T24_Q2,question,T24,2,1,1
S023,T24_Q3,question,T24,3,1,1
S023,T27_Q1,question,T27,1,1,1
S023,T27_Q2,question,T27,2,1,1
S023,T27_Q3,question,T27,3,1,1
S023,T28_Q1,question,T28,1,1,1
S023,T28_Q2,question,T28,2,1,1
S023,T28_Q3,question,T28,3,1,1
S023,T30_Q1,question,T30,1,1,1
S023,T30_Q2,question,T30,2,1,1
S023,T30_Q3,question,T30,3,1,1
S023,T37_Q1,question,T37,1,1,1
S023,T37_Q2,question,T37,2,1,1
S023,T37_Q3,question,T37,3,1,1
S023,T41_Q1,question,T41,1,1,1
S023,T41_Q2,question,T41,2,1,1
S023,T41_Q3,question,T41,3,1,1
S024,T3_Q1,question,T3,1,0,1
S024,T3_Q2,question,T3,2,1,1
S024,T3_Q3,question,T3,3,1,1
S024,Text 3,text_marker,T3,,0,0
S024,T4_Q1,question,T4,1,0,0
S024,T4_Q2,question,T4,2,0,0
S024,T4_Q3,question,T4,3,0,0
S024,Text 4,text_marker,T4,,0,0
S024,T9_Q1,question,T9,1,0,0
S024,T9_Q2,question,T9,2,0,0
S024,T9_Q3,question,T9,3,0,0
S024,Text 9,text_marker,T9,,0,0
S024,T10_Q1,question,T10,1,0,0
S024,T10_Q2,question,T10,2,0,0
S024,T10_Q3,question,T10,3,0,0
S024,Text 10,text_marker,T10,,0,0
S024,T19_Q1,question,T19,1,0,0
S024,T19_Q2,question,T19,2,0,0
S024,T19_Q3,question,T19,3,0,0
S024,Text 19,text_marker,T19,,0,0
S024,T29_Q1,question,T29,1,0,0
S024,T29_Q2,question,T29,2,0,0
S024,T29_Q3,question,T29,3,0,0
S024,Text 29,text_marker,T29,,0,0
S024,T31_Q1,question,T31,1,0,0
S024,T31_Q2,question,T31,2,0,0
S024,T31_Q3,question,T31,3,0,0
S024,Text 31,text_marker,T31,,0,0
S024,T32_Q1,question,T32,1,0,0
S024,T32_Q2,question,T32,2,0,0
S024,T32_Q3,question,T32,3,0,0
S024,Text 32,text_marker,T32,,0,0
S024,T46_Q1,question,T46,1,0,0
S024,T46_Q2,question,T46,2,0,0
S024,T46_Q3,question,T46,3,0,0
S024,Text 46,text_marker,T46,,0,0
S024,T50_Q1,question,T50,1,0,0
S024,T50_Q2,question,T50,2,0,0
S024,T50_Q3,question,T50,3,0,0
S024,Text 50,text_marker,T50,,0,0
S025,T2_Q1,question,T2,1,1,1
S025,T2_Q2,question,T2,2,0,1
S025,T2_Q3,question,T2,3,1,1
S025,T5_Q1,question,T5,1,1,1
S025,T5_Q2,question,T5,2,1,1
S025,T5_Q3,question,T5,3,1,1
S025,T17_Q1,question,T17,1,1,1
S025,T17_Q2,question,T17,2,1,1
S025,T17_Q3,question,T17,3,1,1
S025,T26_Q1,question,T26,1,1,1
S025,T26_Q2,question,T26,2,1,1
S025,T26_Q3,question,T26,3,1,1
S025,T33_Q1,question,T33,1,1,1
S025,T33_Q2,question,T33,2,1,1
S025,T33_Q3,question,T33,3,1,1
S025,T42_Q1,question,T42,1,1,1
S025,T42_Q2,question,T42,2,1,1
S025,T42_Q3,question,T42,3,1,1
S025,T45_Q1,question,T45,1,1,1
S025,T45_Q2,question,T45,2,1,1
S025,T45_Q3,question,T45,3,0,0
S025,T47_Q1,question,T47,1,1,1
S025,T47_Q2,question,T47,2,1,1
S025,T47_Q3,question,T47,3,1,1
S025,T48_Q1,question,T48,1,1,1
S025,T48_Q2,question,T48,2,1,1
S025,T48_Q3,question,T48,3,1,1
S025,T49_Q1,question,T49,1,1,1
S025,T49_Q2,question,T49,2,1,1
S025,T49_Q3,question,T49,3,1,1
S026,T2_Q1,question,T2,1,0,0
S026,T2_Q2,question,T2,2,0,1
S026,T2_Q3,question,T2,3,1,1
S026,T5_Q1,question,T5,1,1,1
S026,T5_Q2,question,T5,2,0,0
S026,T5_Q3,question,T5,3,0,1
S026,T17_Q1,question,T17,1,1,1
S026,T17_Q2,question,T17,2,0,1
S026,T17_Q3,question,T17,3,0,0
S026,T26_Q1,question,T26,1,0,1
S026,T26_Q2,question,T26,2,1,1
S026,T26_Q3,question,T26,3,0,1
S026,T33_Q1,question,T33,1,0,1
S026,T33_Q2,question,T33,2,0,1
S026,T33_Q3,question,T33,3,0,0
S026,T42_Q1,question,T42,1,0,0
S026,T42_Q2,question,T42,2,0,0
S026,T42_Q3,question,T42,3,0,0
S026,T45_Q1,question,T45,1,0,0
S026,T45_Q2,question,T45,2,0,0
S026,T45_Q3,question,T45,3,0,0
S026,T47_Q1,question,T47,1,0,1
S026,T47_Q2,question,T47,2,1,1
S026,T47_Q3,question,T47,3,0,1
S026,T48_Q1,question,T48,1,0,1
S026,T48_Q2,question,T48,2,1,1
S026,T48_Q3,question,T48,3,0,1
S026,T49_Q1,question,T49,1,0,1
S026,T49_Q2,question,T49,2,1,1
S026,T49_Q3,question,T49,3,0,0
S027,T2_Q1,question,T2,1,1,1
S027,T2_Q2,question,T2,2,0,1
S027,T2_Q3,question,T2,3,1,1
S027,T5_Q1,question,T5,1,1,1
S027,T5_Q2,question,T5,2,1,1
S027,T5_Q3,question,T5,3,1,1
S027,T17_Q1,question,T17,1,1,1
S027,T17_Q2,question,T17,2,1,1
S027,T17_Q3,question,T17,3,1,1
S027,T26_Q1,question,T26,1,1,1
S027,T26_Q2,question,T26,2,1,1
S027,T26_Q3,question,T26,3,1,1
S027,T33_Q1,question,T33,1,1,1
S027,T33_Q2,question,T33,2,1,1
S027,T33_Q3,question,T33,3,1,1
S027,T42_Q1,question,T42,1,1,1
S027,T42_Q2,question,T42,2,1,1
S027,T42_Q3,question,T42,3,1,1
S027,T45_Q1,question,T45,1,1,1
S027,T45_Q2,question,T45,2,1,1
S027,T45_Q3,question,T45,3,1,1
S027,T47_Q1,question,T47,1,1,1
S027,T47_Q2,question,T47,2,1,1
S027,T47_Q3,question,T47,3,1,1
S027,T48_Q1,question,T48,1,1,1
S027,T48_Q2,question,T48,2,0,1
S027,T48_Q3,question,T48,3,1,1
S027,T49_Q1,question,T49,1,1,1
S027,T49_Q2,question,T49,2,0,0
S027,T49_Q3,question,T49,3,1,1
S028,T12_Q1,question,T12,1,1,1
S028,T12_Q2,question,T12,2,1,1
S028,T12_Q3,question,T12,3,1,1
S028,T15_Q1,question,T15,1,1,1
S028,T15_Q2,question,T15,2,1,1
S028,T15_Q3,question,T15,3,1,1
S028,T18_Q1,question,T18,1,1,1
S028,T18_Q2,question,T18,2,1,1
S028,T18_Q3,question,T18,3,1,1
S028,T20_Q1,question,T20,1,1,1
S028,T20_Q2,question,T20,2,1,1
S028,T20_Q3,question,T20,3,1,1
S028,T24_Q1,question,T24,1,1,1
S028,T24_Q2,question,T24,2,1,1
S028,T24_Q3,question,T24,3,1,1
S028,T27_Q1,question,T27,1,1,1
S028,T27_Q2,question,T27,2,1,1
S028,T27_Q3,question,T27,3,0,1
S028,T28_Q1,question,T28,1,1,1
S028,T28_Q2,question,T28,2,1,1
S028,T28_Q3,question,T28,3,1,1
S028,T30_Q1,question,T30,1,1,1
S028,T30_Q2,question,T30,2,1,1
S028,T30_Q3,question,T30,3,1,1
S028,T37_Q1,question,T37,1,1,1
S028,T37_Q2,question,T37,2,1,1
S028,T37_Q3,question,T37,3,1,1
S028,T41_Q1,question,T41,1,1,1
S028,T41_Q2,question,T41,2,0,0
S028,T41_Q3,question,T41,3,1,1
S029,T12_Q1,question,T12,1,1,1
S029,T12_Q2,question,T12,2,1,1
S029,T12_Q3,question,T12,3,1,1
S029,T15_Q1,question,T15,1,1,1
S029,T15_Q2,question,T15,2,0,0
S029,T15_Q3,question,T15,3,1,1
S029,T18_Q1,question,T18,1,1,1
S029,T18_Q2,question,T18,2,1,1
S029,T18_Q3,question,T18,3,1,1
S029,T20_Q1,question,T20,1,1,1
S029,T20_Q2,question,T20,2,1,1
S029,T20_Q3,question,T20,3,1,1
S029,T24_Q1,question,T24,1,1,1
S029,T24_Q2,question,T24,2,0,1
S029,T24_Q3,question,T24,3,1,1
S029,T27_Q1,question,T27,1,1,1
S029,T27_Q2,question,T27,2,1,1
S029,T27_Q3,question,T27,3,0,0
S029,T28_Q1,question,T28,1,0,0
S029,T28_Q2,question,T28,2,0,0
S029,T28_Q3,question,T28,3,0,0
S029,T30_Q1,question,T30,1,0,0
S029,T30_Q2,question,T30,2,0,0
S029,T30_Q3,question,T30,3,0,0
S029,T37_Q1,question,T37,1,0,0
S029,T37_Q2,question,T37,2,0,0
S029,T37_Q3,question,T37,3,0,0
S029,T41_Q1,question,T41,1,0,0
S029,T41_Q2,question,T41,2,0,0
S029,T41_Q3,question,T41,3,0,0
S030,T2_Q1,question,T2,1,1,1
S030,T2_Q2,question,T2,2,1,1
S030,T2_Q3,question,T2,3,1,1
S030,T5_Q1,question,T5,1,0,0
S030,T5_Q2,question,T5,2,1,1
S030,T5_Q3,question,T5,3,0,0
S030,T17_Q1,question,T17,1,1,1
S030,T17_Q2,question,T17,2,0,0
S030,T17_Q3,question,T17,3,0,0
S030,T26_Q1,question,T26,1,1,1
S030,T26_Q2,question,T26,2,0,0
S030,T26_Q3,question,T26,3,1,1
S030,T33_Q1,question,T33,1,1,1
S030,T33_Q2,question,T33,2,1,1
S030,T33_Q3,question,T33,3,1,1
S030,T42_Q1,question,T42,1,1,1
S030,T42_Q2,question,T42,2,1,1
S030,T42_Q3,question,T42,3,0,0
S030,T45_Q1,question,T45,1,1,1
S030,T45_Q2,question,T45,2,0,0
S030,T45_Q3,question,T45,3,1,1
S030,T47_Q1,question,T47,1,1,1
S030,T47_Q2,question,T47,2,1,1
S030,T47_Q3,question,T47,3,0,0
S030,T48_Q1,question,T48,1,1,1
S030,T48_Q2,question,T48,2,0,1
S030,T48_Q3,question,T48,3,1,1
S030,T49_Q1,question,T49,1,1,1
S030,T49_Q2,question,T49,2,1,1
S030,T49_Q3,question,T49,3,0,0
S031,T3_Q1,question,T3,1,0,1
S031,T3_Q2,question,T3,2,1,1
S031,T3_Q3,question,T3,3,1,1
S031,Text 3,text_marker,T3,,0,0
S031,T4_Q1,question,T4,1,0,1
S031,T4_Q2,question,T4,2,0,1
S031,T4_Q3,question,T4,3,0,1
S031,Text 4,text_marker,T4,,0,0
S031,T9_Q1,question,T9,1,0,1
S031,T9_Q2,question,T9,2,1,1
S031,T9_Q3,question,T9,3,0,1
S031,Text 9,text_marker,T9,,0,0
S031,T10_Q1,question,T10,1,0,1
S031,T10_Q2,question,T10,2,1,1
S031,T10_Q3,question,T10,3,0,1
S031,Text 10,text_marker,T10,,0,0
S031,T19_Q1,question,T19,1,0,1
S031,T19_Q2,question,T19,2,1,1
S031,T19_Q3,question,T19,3,1,1
S031,Text 19,text_marker,T19,,0,0
S031,T29_Q1,question,T29,1,0,1
S031,T29_Q2,question,T29,2,1,1
S031,T29_Q3,question,T29,3,0,1
S031,Text 29,text_marker,T29,,0,0
S031,T31_Q1,question,T31,1,0,1
S031,T31_Q2,question,T31,2,0,1
S031,T31_Q3,question,T31,3,1,1
S031,Text 31,text_marker,T31,,0,0
S031,T32_Q1,question,T32,1,0,1
S031,T32_Q2,question,T32,2,1,1
S031,T32_Q3,question,T32,3,0,1
S031,Text 32,text_marker,T32,,0,0
S031,T46_Q1,question,T46,1,0,1
S031,T46_Q2,question,T46,2,0,1
S031,T46_Q3,question,T46,3,1,1
S031,Text 46,text_marker,T46,,0,0
S031,T50_Q1,question,T50,1,1,1
S031,T50_Q2,question,T50,2,0,1
S031,T50_Q3,question,T50,3,0,1
S031,Text 50,text_marker,T50,,0,0
S032,T2_Q1,question,T2,1,0,1
S032,T2_Q2,question,T2,2,0,1
S032,T2_Q3,question,T2,3,1,1
S032,T5_Q1,question,T5,1,1,1
S032,T5_Q2,question,T5,2,0,1
S032,T5_Q3,question,T5,3,0,0
S032,T17_Q1,question,T17,1,0,1
S032,T17_Q2,question,T17,2,1,1
S032,T17_Q3,question,T17,3,0,0
S032,T26_Q1,question,T26,1,1,1
S032,T26_Q2,question,T26,2,0,1
S032,T26_Q3,question,T26,3,0,1
S032,T33_Q1,question,T33,1,0,1
S032,T33_Q2,question,T33,2,1,1
S032,T33_Q3,question,T33,3,0,1
S032,T42_Q1,question,T42,1,0,1
S032,T42_Q2,question,T42,2,0,0
S032,T42_Q3,question,T42,3,0,1
S032,T45_Q1,question,T45,1,1,1
S032,T45_Q2,question,T45,2,1,1
S032,T45_Q3,question,T45,3,0,0
S032,T47_Q1,question,T47,1,1,1
S032,T47_Q2,question,T47,2,1,1
S032,T47_Q3,question,T47,3,1,1
S032,T48_Q1,question,T48,1,0,1
S032,T48_Q2,question,T48,2,0,1
S032,T48_Q3,question,T48,3,0,1
S032,T49_Q1,question,T49,1,0,1
S032,T49_Q2,question,T49,2,1,1
S032,T49_Q3,question,T49,3,0,1
S033,T12_Q1,question,T12,1,1,1
S033,T12_Q2,question,T12,2,1,1
S033,T12_Q3,question,T12,3,1,1
S033,T15_Q1,question,T15,1,1,1
S033,T15_Q2,question,T15,2,1,1
S033,T15_Q3,question,T15,3,1,1
S033,T18_Q1,question,T18,1,1,1
S033,T18_Q2,question,T18,2,1,1
S033,T18_Q3,question,T18,3,1,1
S033,T20_Q1,question,T20,1,1,1
S033,T20_Q2,question,T20,2,1,1
S033,T20_Q3,question,T20,3,1,1
S033,T24_Q1,question,T24,1,1,1
S033,T24_Q2,question,T24,2,1,1
S033,T24_Q3,question,T24,3,1,1
S033,T27_Q1,question,T27,1,1,1
S033,T27_Q2,question,T27,2,1,1
S033,T27_Q3,question,T27,3,1,1
S033,T28_Q1,question,T28,1,1,1
S033,T28_Q2,question,T28,2,1,1
S033,T28_Q3,question,T28,3,1,1
S033,T30_Q1,question,T30,1,1,1
S033,T30_Q2,question,T30,2,1,1
S033,T30_Q3,question,T30,3,1,1
S033,T37_Q1,question,T37,1,1,1
S033,T37_Q2,question,T37,2,1,1
S033,T37_Q3,question,T37,3,0,1
S033,T41_Q1,question,T41,1,1,1
S033,T41_Q2,question,T41,2,1,1
S033,T41_Q3,question,T41,3,1,1
S034,T3_Q1,question,T3,1,1,1
S034,T3_Q2,question,T3,2,1,1
S034,T3_Q3,question,T3,3,0,1
S034,T4_Q1,question,T4,1,1,1
S034,T4_Q2,question,T4,2,1,1
S034,T4_Q3,question,T4,3,1,1
S034,T9_Q1,question,T9,1,1,1
S034,T9_Q2,question,T9,2,1,1
S034,T9_Q3,question,T9,3,1,1
S034,T10_Q1,question,T10,1,1,1
S034,T10_Q2,question,T10,2,1,1
S034,T10_Q3,question,T10,3,1,1
S034,T19_Q1,question,T19,1,1,1
S034,T19_Q2,question,T19,2,1,1
S034,T19_Q3,question,T19,3,1,1
S034,T29_Q1,question,T29,1,1,1
S034,T29_Q2,question,T29,2,1,1
S034,T29_Q3,question,T29,3,1,1
S034,T31_Q1,question,T31,1,1,1
S034,T31_Q2,question,T31,2,1,1
S034,T31_Q3,question,T31,3,1,1
S034,T32_Q1,question,T32,1,1,1
S034,T32_Q2,question,T32,2,1,1
S034,T32_Q3,question,T32,3,1,1
S034,T46_Q1,question,T46,1,1,1
S034,T46_Q2,question,T46,2,1,1
S034,T46_Q3,question,T46,3,1,1
S034,T50_Q1,question,T50,1,1,1
S034,T50_Q2,question,T50,2,1,1
S034,T50_Q3,question,T50,3,1,1
S035,T2_Q1,question,T2,1,0,0
S035,T2_Q2,question,T2,2,0,0
S035,T2_Q3,question,T2,3,0,0
S035,T5_Q1,question,T5,1,0,0
S035,T5_Q2,question,T5,2,0,0
S035,T5_Q3,question,T5,3,0,0
S035,T17_Q1,question,T17,1,0,0
S035,T17_Q2,question,T17,2,0,0
S035,T17_Q3,question,T17,3,0,0
S035,T26_Q1,question,T26,1,0,0
S035,T26_Q2,question,T26,2,0,0
S035,T26_Q3,question,T26,3,0,0
S035,T33_Q1,question,T33,1,0,0
S035,T33_Q2,question,T33,2,0,0
S035,T33_Q3,question,T33,3,0,0
S035,T42_Q1,question,T42,1,0,0
S035,T42_Q2,question,T42,2,0,0
S035,T42_Q3,question,T42,3,0,0
S035,T45_Q1,question,T45,1,0,0
S035,T45_Q2,question,T45,2,0,0
S035,T45_Q3,question,T45,3,0,0
S035,T47_Q1,question,T47,1,0,0
S035,T47_Q2,question,T47,2,0,0
S035,T47_Q3,question,T47,3,0,0
S035,T48_Q1,question,T48,1,0,0
S035,T48_Q2,question,T48,2,0,0
S035,T48_Q3,question,T48,3,0,0
S035,T49_Q1,question,T49,1,0,0
S035,T49_Q2,question,T49,2,0,0
S035,T49_Q3,question,T49,3,0,0
S036,T3_Q1,question,T3,1,1,1
S036,T3_Q2,question,T3,2,1,1
S036,T3_Q3,question,T3,3,0,0
S036,Text 3,text_marker,T3,,0,0
S036,T4_Q1,question,T4,1,1,1
S036,T4_Q2,question,T4,2,1,1
S036,T4_Q3,question,T4,3,1,1
S036,Text 4,text_marker,T4,,0,0
S036,T9_Q1,question,T9,1,1,1
S036,T9_Q2,question,T9,2,1,1
S036,T9_Q3,question,T9,3,1,1
S036,Text 9,text_marker,T9,,0,0
S036,T10_Q1,question,T10,1,1,1
S036,T10_Q2,question,T10,2,1,1
S036,T10_Q3,question,T10,3,1,1
S036,Text 10,text_marker,T10,,0,0
S036,T19_Q1,question,T19,1,1,1
S036,T19_Q2,question,T19,2,1,1
S036,T19_Q3,question,T19,3,1,1
S036,Text 19,text_marker,T19,,0,0
S036,T29_Q1,question,T29,1,1,1
S036,T29_Q2,question,T29,2,1,1
S036,T29_Q3,question,T29,3,1,1
S036,Text 29,text_marker,T29,,0,0
S036,T31_Q1,question,T31,1,1,1
S036,T31_Q2,question,T31,2,1,1
S036,T31_Q3,question,T31,3,1,1
S036,Text 31,text_marker,T31,,0,0
S036,T32_Q1,question,T32,1,1,1
S036,T32_Q2,question,T32,2,1,1
S036,T32_Q3,question,T32,3,1,1
S036,Text 32,text_marker,T32,,0,0
S036,T46_Q1,question,T46,1,1,1
S036,T46_Q2,question,T46,2,1,1
S036,T46_Q3,question,T46,3,1,1
S036,Text 46,text_marker,T46,,0,0
S036,T50_Q1,question,T50,1,1,1
S036,T50_Q2,question,T50,2,1,1
S036,T50_Q3,question,T50,3,1,1
S036,Text 50,text_marker,T50,,0,0
S037,T12_Q1,question,T12,1,1,1
S037,T12_Q2,question,T12,2,0,1
S037,T12_Q3,question,T12,3,1,1
S037,T15_Q1,question,T15,1,1,1
S037,T15_Q2,question,T15,2,1,1
S037,T15_Q3,question,T15,3,1,1
S037,T18_Q1,question,T18,1,1,1
S037,T18_Q2,question,T18,2,1,1
S037,T18_Q3,question,T18,3,1,1
S037,T20_Q1,question,T20,1,1,1
S037,T20_Q2,question,T20,2,0,1
S037,T20_Q3,question,T20,3,0,1
S037,T24_Q1,question,T24,1,0,1
S037,T24_Q2,question,T24,2,1,1
S037,T24_Q3,question,T24,3,0,0
S037,T27_Q1,question,T27,1,1,1
S037,T27_Q2,question,T27,2,0,1
S037,T27_Q3,question,T27,3,1,1
S037,T28_Q1,question,T28,1,1,1
S037,T28_Q2,question,T28,2,0,1
S037,T28_Q3,question,T28,3,0,0
S037,T30_Q1,question,T30,1,1,1
S037,T30_Q2,question,T30,2,1,1
S037,T30_Q3,question,T30,3,0,1
S037,T37_Q1,question,T37,1,1,1
S037,T37_Q2,question,T37,2,1,1
S037,T37_Q3,question,T37,3,0,0
S037,T41_Q1,question,T41,1,1,1
S037,T41_Q2,question,T41,2,1,1
S037,T41_Q3,question,T41,3,1,1
S038,T2_Q1,question,T2,1,1,1
S038,T2_Q2,question,T2,2,0,0
S038,T2_Q3,question,T2,3,0,1
S038,T5_Q1,question,T5,1,1,1
S038,T5_Q2,question,T5,2,0,1
S038,T5_Q3,question,T5,3,0,1
S038,T17_Q1,question,T17,1,0,1
S038,T17_Q2,question,T17,2,1,1
S038,T17_Q3,question,T17,3,0,1
S038,T26_Q1,question,T26,1,1,1
S038,T26_Q2,question,T26,2,1,1
S038,T26_Q3,question,T26,3,1,1
S038,T33_Q1,question,T33,1,1,1
S038,T33_Q2,question,T33,2,1,1
S038,T33_Q3,question,T33,3,0,1
S038,T42_Q1,question,T42,1,1,1
S038,T42_Q2,question,T42,2,1,1
S038,T42_Q3,question,T42,3,0,0
S038,T45_Q1,question,T45,1,1,1
S038,T45_Q2,question,T45,2,1,1
S038,T45_Q3,question,T45,3,0,1
S038,T47_Q1,question,T47,1,1,1
S038,T47_Q2,question,T47,2,1,1
S038,T47_Q3,question,T47,3,0,1
S038,T48_Q1,question,T48,1,1,1
S038,T48_Q2,question,T48,2,1,1
S038,T48_Q3,question,T48,3,1,1
S038,T49_Q1,question,T49,1,1,1
S038,T49_Q2,question,T49,2,1,1
S038,T49_Q3,question,T49,3,0,1
S039,T3_Q1,question,T3,1,1,1
S039,T3_Q2,question,T3,2,1,1
S039,T3_Q3,question,T3,3,1,1
S039,Text 3,text_marker,T3,,0,0
S039,T4_Q1,question,T4,1,1,1
S039,T4_Q2,question,T4,2,0,1
S039,T4_Q3,question,T4,3,0,0
S039,Text 4,text_marker,T4,,0,0
S039,T9_Q1,question,T9,1,0,0
S039,T9_Q2,question,T9,2,0,0
S039,T9_Q3,question,T9,3,0,0
S039,Text 9,text_marker,T9,,0,0
S039,T10_Q1,question,T10,1,0,0
S039,T10_Q2,question,T10,2,0,0
S039,T10_Q3,question,T10,3,0,0
S039,Text 10,text_marker,T10,,0,0
S039,T19_Q1,question,T19,1,1,1
S039,T19_Q2,question,T19,2,1,1
S039,T19_Q3,question,T19,3,1,1
S039,Text 19,text_marker,T19,,0,0
S039,T29_Q1,question,T29,1,1,1
S039,T29_Q2,question,T29,2,1,1
S039,T29_Q3,question,T29,3,0,0
S039,Text 29,text_marker,T29,,0,0
S039,T31_Q1,question,T31,1,0,0
S039,T31_Q2,question,T31,2,0,0
S039,T31_Q3,question,T31,3,0,0
S039,Text 31,text_marker,T31,,0,0
S039,T32_Q1,question,T32,1,0,0
S039,T32_Q2,question,T32,2,0,0
S039,T32_Q3,question,T32,3,0,0
S039,Text 32,text_marker,T32,,0,0
S039,T46_Q1,question,T46,1,0,0
S039,T46_Q2,question,T46,2,0,0
S039,T46_Q3,question,T46,3,0,0
S039,Text 46,text_marker,T46,,0,0
S039,T50_Q1,question,T50,1,0,0
S039,T50_Q2,question,T50,2,0,0
S039,T50_Q3,question,T50,3,0,0
S039,Text 50,text_marker,T50,,0,0
S040,T12_Q1,question,T12,1,1,1
S040,T12_Q2,question,T12,2,1,1
S040,T12_Q3,question,T12,3,1,1
S040,T15_Q1,question,T15,1,1,1
S040,T15_Q2,question,T15,2,1,1
S040,T15_Q3,question,T15,3,1,1
S040,T18_Q1,question,T18,1,1,1
S040,T18_Q2,question,T18,2,1,1
S040,T18_Q3,question,T18,3,1,1
S040,T20_Q1,question,T20,1,1,1
S040,T20_Q2,question,T20,2,1,1
S040,T20_Q3,question,T20,3,1,1
S040,T24_Q1,question,T24,1,1,1
S040,T24_Q2,question,T24,2,1,1
S040,T24_Q3,question,T24,3,1,1
S040,T27_Q1,question,T27,1,1,1
S040,T27_Q2,question,T27,2,1,1
S040,T27_Q3,question,T27,3,1,1
S040,T28_Q1,question,T28,1,1,1
S040,T28_Q2,question,T28,2,1,1
S040,T28_Q3,question,T28,3,1,1
S040,T30_Q1,question,T30,1,0,1
S040,T30_Q2,question,T30,2,1,1
S040,T30_Q3,question,T30,3,1,1
S040,T37_Q1,question,T37,1,1,1
S040,T37_Q2,question,T37,2,1,1
S040,T37_Q3,question,T37,3,1,1
S040,T41_Q1,question,T41,1,1,1
S040,T41_Q2,question,T41,2,1,1
S040,T41_Q3,question,T41,3,1,1
S041,T2_Q1,question,T2,1,1,1
S041,T2_Q2,question,T2,2,0,1
S041,T2_Q3,question,T2,3,1,1
S041,T5_Q1,question,T5,1,1,1
S041,T5_Q2,question,T5,2,0,1
S041,T5_Q3,question,T5,3,1,1
S041,T17_Q1,question,T17,1,1,1
S041,T17_Q2,question,T17,2,1,1
S041,T17_Q3,question,T17,3,1,1
S041,T26_Q1,question,T26,1,1,1
S041,T26_Q2,question,T26,2,1,1
S041,T26_Q3,question,T26,3,1,1
S041,T33_Q1,question,T33,1,1,1
S041,T33_Q2,question,T33,2,0,0
S041,T33_Q3,question,T33,3,0,0
S041,T42_Q1,question,T42,1,0,0
S041,T42_Q2,question,T42,2,0,0
S041,T42_Q3,question,T42,3,0,0
S041,T45_Q1,question,T45,1,0,0
S041,T45_Q2,question,T45,2,0,0
S041,T45_Q3,question,T45,3,0,0
S041,T47_Q1,question,T47,1,0,0
S041,T47_Q2,question,T47,2,0,0
S041,T47_Q3,question,T47,3,0,0
S041,T48_Q1,question,T48,1,0,0
S041,T48_Q2,question,T48,2,0,0
S041,T48_Q3,question,T48,3,0,0
S041,T49_Q1,question,T49,1,0,0
S041,T49_Q2,question,T49,2,0,0
S041,T49_Q3,question,T49,3,0,0
S042,T2_Q1,question,T2,1,1,1
S042,T2_Q2,question,T2,2,0,1
S042,T2_Q3,question,T2,3,0,0
S042,T5_Q1,question,T5,1,0,0
S042,T5_Q2,question,T5,2,0,0
S042,T5_Q3,question,T5,3,0,0
S042,T17_Q1,question,T17,1,0,0
S042,T17_Q2,question,T17,2,0,0
S042,T17_Q3,question,T17,3,0,0
S042,T26_Q1,question,T26,1,0,0
S042,T26_Q2,question,T26,2,0,0
S042,T26_Q3,question,T26,3,0,0
S042,T33_Q1,question,T33,1,0,0
S042,T33_Q2,question,T33,2,0,0
S042,T33_Q3,question,T33,3,0,0
S042,T42_Q1,question,T42,1,0,0
S042,T42_Q2,question,T42,2,0,0
S042,T42_Q3,question,T42,3,0,0
S042,T45_Q1,question,T45,1,0,0
S042,T45_Q2,question,T45,2,0,0
S042,T45_Q3,question,T45,3,0,0
S042,T47_Q1,question,T47,1,0,0
S042,T47_Q2,question,T47,2,0,0
S042,T47_Q3,question,T47,3,0,0
S042,T48_Q1,question,T48,1,0,0
S042,T48_Q2,question,T48,2,0,0
S042,T48_Q3,question,T48,3,0,0
S042,T49_Q1,question,T49,1,0,0
S042,T49_Q2,question,T49,2,0,0
