session_id,event_index,step_id,step_type,text_id,question_number,aoi_category,aoi_code,start_offset_ms,stop_offset_ms,duration_ms
S002,1991,T42_Q3,question,T42,3,unassigned,,491788,491888,100
S002,1992,T42_Q3,question,T42,3,unassigned,,492089,492188,99
S002,1993,T42_Q3,question,T42,3,unassigned,,492405,492505,100
S002,1994,T42_Q3,question,T42,3,unassigned,,492705,492771,66
S002,1995,T42_Q3,question,T42,3,unassigned,,493022,493141,119
S002,1996,T42_Q3,question,T42,3,unassigned,,493338,493438,100
S002,1997,T42_Q3,question,T42,3,unassigned,,493638,493738,100
S002,1998,T42_Q3,question,T42,3,unassigned,,493938,493988,50
S002,1999,T42_Q3,question,T42,3,unassigned,,494238,494338,100
S002,2000,T42_Q3,question,T42,3,unassigned,,494555,494672,117
S002,2001,T42_Q3,question,T42,3,unassigned,,494873,494971,98
S002,2002,T42_Q3,question,T42,3,unassigned,,495172,495272,100
S002,2003,T42_Q3,question,T42,3,unassigned,,495488,495588,100
S002,2004,T42_Q3,question,T42,3,source_text,A015,495838,495888,50
S002,2005,T42_Q3,question,T42,3,unassigned,,496088,496189,101
S002,2006,T42_Q3,question,T42,3,unassigned,,496388,496488,100
S002,2007,T42_Q3,question,T42,3,unassigned,,496688,496789,101
S002,2008,T42_Q3,question,T42,3,question_or_answer,A022,497038,497088,50
S002,2009,T42_Q3,question,T42,3,unassigned,,497289,497389,100
S002,2010,T42_Q3,question,T42,3,unassigned,,497588,497688,100
S002,2011,T42_Q3,question,T42,3,source_text,A018,497888,497989,101
S002,2012,T42_Q3,question,T42,3,source_text,A017,498205,498305,100
S002,2013,T42_Q3,question,T42,3,source_text,A018,498505,498605,100
S002,2014,T42_Q3,question,T42,3,source_text,A023,498805,498907,102
S002,2015,T42_Q3,question,T42,3,unassigned,,499105,499205,100
S002,2016,T42_Q3,question,T42,3,unassigned,,499405,499505,100
S002,2017,T42_Q3,question,T42,3,unassigned,,499703,499755,52
S002,2018,T42_Q3,question,T42,3,unassigned,,500005,500105,100
S002,2019,T42_Q3,question,T42,3,source_text,A024,500305,500405,100
S002,2020,T42_Q3,question,T42,3,unassigned,,500605,500705,100
S002,2021,T42_Q3,question,T42,3,unassigned,,500924,501022,98
S002,2022,T42_Q3,question,T42,3,source_text,A025,501238,501338,100
S002,2023,T42_Q3,question,T42,3,source_text,A026,501538,501655,117
S002,2024,T42_Q3,question,T42,3,unassigned,,501856,501905,49
S002,2025,T42_Q3,question,T42,3,source_text,A027,502171,502272,101
S002,2026,T42_Q3,question,T42,3,source_text,A028,502478,502574,96
S002,2027,T42_Q3,question,T42,3,source_text,A007,502789,502884,95
S002,2028,T42_Q3,question,T42,3,source_text,A029,503102,503191,89
S002,2029,T42_Q3,question,T42,3,source_text,A029,503388,503438,50
S002,2030,T42_Q3,question,T42,3,unassigned,,503690,503771,81
S002,2031,T42_Q3,question,T42,3,source_text,A030,504203,504303,100
S002,2032,T42_Q3,question,T42,3,unassigned,,504490,504589,99
S002,2033,T42_Q3,question,T42,3,unassigned,,504789,504889,100
S002,2034,T42_Q3,question,T42,3,unassigned,,505071,505172,101
S002,2035,T42_Q3,question,T42,3,question_or_answer,A031,505372,505472,100
S002,2036,T42_Q3,question,T42,3,unassigned,,505672,505772,100
S002,2037,T42_Q3,question,T42,3,unassigned,,505972,506072,100
S002,2038,T42_Q3,question,T42,3,question_or_answer,A032,506272,506372,100
S002,2039,T42_Q3,question,T42,3,source_text,A024,506572,506672,100
S002,2040,T42_Q3,question,T42,3,source_text,A033,506888,506988,100
S002,2041,T42_Q3,question,T42,3,source_text,A013,507189,507288,99
S002,2042,T42_Q3,question,T42,3,unassigned,,507489,507601,112
S002,2043,T42_Q3,question,T42,3,unassigned,,507805,507905,100
S002,2044,T42_Q3,question,T42,3,unassigned,,508105,508208,103
S002,2045,T42_Q3,question,T42,3,unassigned,,508405,508519,114
S002,2046,T42_Q3,question,T42,3,question_or_answer,A009,508753,508805,52
S002,2047,T42_Q3,question,T42,3,unassigned,,509005,509105,100
S002,2048,T42_Q3,question,T42,3,unassigned,,509305,509405,100
S002,2049,T42_Q3,question,T42,3,unassigned,,509672,509722,50
S002,2050,T42_Q3,question,T42,3,unassigned,,509922,510022,100
S002,2051,T42_Q3,question,T42,3,unassigned,,510205,510305,100
S002,2052,T42_Q3,question,T42,3,unassigned,,510555,510605,50
S002,2053,T42_Q3,question,T42,3,source_text,A034,510814,510906,92
S002,2054,T42_Q3,question,T42,3,question_or_answer,A035,511122,511245,123
S002,2055,T42_Q3,question,T42,3,question_or_answer,A036,511455,511568,113
S002,2056,T42_Q3,question,T42,3,unassigned,,511773,511888,115
S002,2057,T42_Q3,question,T42,3,unassigned,,512088,512188,100
S002,2058,T42_Q3,question,T42,3,unassigned,,512388,512488,100
S002,2059,T42_Q3,question,T42,3,question_or_answer,A037,512688,512788,100
S002,2060,T42_Q3,question,T42,3,unassigned,,512988,513038,50
S002,2061,T42_Q3,question,T42,3,unassigned,,513572,513672,100
S002,2062,T42_Q3,question,T42,3,question_or_answer,A036,513872,513971,99
S002,2063,T42_Q3,question,T42,3,unassigned,,514172,514272,100
S002,2064,T42_Q3,question,T42,3,unassigned,,514472,514572,100
S002,2065,T42_Q3,question,T42,3,unassigned,,514772,514889,117
S002,2066,T42_Q3,question,T42,3,unassigned,,515088,515143,55
S002,2067,T42_Q3,question,T42,3,question_or_answer,A035,515354,515455,101
S002,2068,T42_Q3,question,T42,3,unassigned,,515678,515771,93
S002,2069,T42_Q3,question,T42,3,unassigned,,515980,516072,92
S002,2070,T42_Q3,question,T42,3,unassigned,,516271,516388,117
S002,2071,T42_Q3,question,T42,3,question_or_answer,A036,516588,516688,100
S002,2072,T42_Q3,question,T42,3,question_or_answer,A010,516888,516988,100
S002,2073,T42_Q3,question,T42,3,unassigned,,517188,517290,102
S002,2074,T42_Q3,question,T42,3,source_text,A034,517488,517594,106
S002,2075,T42_Q3,question,T42,3,source_text,A034,517778,517854,76
S002,2076,T42_Q3,question,T42,3,source_text,A034,518055,518155,100
S002,2077,T42_Q3,question,T42,3,source_text,A034,518355,518455,100
S002,2078,T42_Q3,question,T42,3,unassigned,,518655,518755,100
S002,2079,T42_Q3,question,T42,3,question_or_answer,A036,518972,519070,98
S002,2080,T42_Q3,question,T42,3,question_or_answer,A009,519255,519372,117
S002,2081,T42_Q3,question,T42,3,unassigned,,519572,519687,115
S002,2082,T42_Q3,question,T42,3,unassigned,,519888,519988,100
S002,2083,T42_Q3,question,T42,3,unassigned,,520202,520305,103
S002,2084,T42_Q3,question,T42,3,unassigned,,520505,520605,100
S002,2085,T42_Q3,question,T42,3,unassigned,,520822,520921,99
S002,2086,T42_Q3,question,T42,3,unassigned,,521138,521239,101
S002,2087,T42_Q3,question,T42,3,unassigned,,521438,521539,101
S002,2088,T42_Q3,question,T42,3,source_text,A013,521738,521838,100
S002,2089,T42_Q3,question,T42,3,source_text,A038,522038,522139,101
S002,2090,T42_Q3,question,T42,3,source_text,A006,522339,522439,100
S002,2091,T42_Q3,question,T42,3,unassigned,,522639,522739,100
S002,2092,T42_Q3,question,T42,3,question_or_answer,A036,522939,523038,99
S002,2093,T42_Q3,question,T42,3,question_or_answer,A037,523238,523289,51
S002,2094,T42_Q3,question,T42,3,unassigned,,523555,523656,101
S002,2095,T42_Q3,question,T42,3,question_or_answer,A032,523855,523953,98
S002,2096,T42_Q3,question,T42,3,source_text,A016,524171,524271,100
S002,2097,T42_Q3,question,T42,3,source_text,A014,524472,524571,99
S002,2098,T42_Q3,question,T42,3,question_or_answer,A036,524769,524872,103
S002,2099,T42_Q3,question,T42,3,source_text,A006,525072,525172,100
S002,2100,T42_Q3,question,T42,3,source_text,A039,525372,525472,100
S002,2101,T42_Q3,question,T42,3,question_or_answer,A040,525671,525772,101
S002,2102,T42_Q3,question,T42,3,source_text,A041,525973,526073,100
S002,2103,T42_Q3,question,T42,3,source_text,A007,526273,526373,100
S002,2104,T42_Q3,question,T42,3,source_text,A042,526573,526672,99
S002,2105,T42_Q3,question,T42,3,source_text,A027,526872,526972,100
S002,2106,T42_Q3,question,T42,3,unassigned,,527172,527291,119
S002,2107,T42_Q3,question,T42,3,unassigned,,527488,527588,100
S002,2108,T42_Q3,question,T42,3,source_text,A043,527788,527888,100
S002,2109,T42_Q3,question,T42,3,source_text,A044,528088,528191,103
S002,2110,T42_Q3,question,T42,3,unassigned,,528413,528459,46
S002,2111,T42_Q3,question,T42,3,source_text,A045,528651,528755,104
S002,2112,T42_Q3,question,T42,3,source_text,A046,528962,529069,107
S002,2113,T42_Q3,question,T42,3,unassigned,,529292,529426,134
S002,2114,T42_Q3,question,T42,3,unassigned,,529674,529722,48
S002,2115,T42_Q3,question,T42,3,unassigned,,529989,530088,99
S002,2116,T42_Q3,question,T42,3,unassigned,,530288,530390,102
S002,2117,T42_Q3,question,T42,3,source_text,A047,530580,530710,130
S002,2118,T42_Q3,question,T42,3,source_text,A044,530881,530964,83
S002,2119,T42_Q3,question,T42,3,source_text,A027,531138,531238,100
S002,2120,T42_Q3,question,T42,3,source_text,A048,531441,531529,88
S002,2121,T42_Q3,question,T42,3,source_text,A028,531722,531822,100
S002,2122,T42_Q3,question,T42,3,unassigned,,532022,532122,100
S002,2123,T45_Q1,question,T45,1,unassigned,,532439,532538,99
S002,2124,T45_Q1,question,T45,1,unassigned,,532785,532841,56
S002,2125,T45_Q1,question,T45,1,source_text,A001,533088,533138,50
S002,2126,T45_Q1,question,T45,1,source_text,A002,533336,533440,104
S002,2127,T45_Q1,question,T45,1,source_text,A003,533642,533749,107
S002,2128,T45_Q1,question,T45,1,source_text,A004,533955,534055,100
S002,2129,T45_Q1,question,T45,1,question_or_answer,A005,534238,534339,101
S002,2130,T45_Q1,question,T45,1,source_text,A006,534523,534622,99
S002,2131,T45_Q1,question,T45,1,unassigned,,534822,534926,104
S002,2132,T45_Q1,question,T45,1,unassigned,,535138,535238,100
S002,2133,T45_Q1,question,T45,1,unassigned,,535438,535538,100
S002,2134,T45_Q1,question,T45,1,source_text,A007,535737,535838,101
S002,2135,T45_Q1,question,T45,1,question_or_answer,A005,536038,536138,100
S002,2136,T45_Q1,question,T45,1,question_or_answer,A008,536388,536439,51
S002,2137,T45_Q1,question,T45,1,source_text,A009,536655,536755,100
S002,2138,T45_Q1,question,T45,1,source_text,A010,536955,537055,100
S002,2139,T45_Q1,question,T45,1,unassigned,,537255,537355,100
S002,2140,T45_Q1,question,T45,1,unassigned,,537555,537656,101
S002,2141,T45_Q1,question,T45,1,source_text,A011,537855,537956,101
S002,2142,T45_Q1,question,T45,1,source_text,A012,538155,538255,100
S002,2143,T45_Q1,question,T45,1,source_text,A012,538488,538588,100
S002,2144,T45_Q1,question,T45,1,source_text,A013,538788,538839,51
S002,2145,T45_Q1,question,T45,1,source_text,A014,539105,539205,100
S002,2146,T45_Q1,question,T45,1,source_text,A015,539405,539513,108
S002,2147,T45_Q1,question,T45,1,unassigned,,539755,539805,50
S002,2148,T45_Q1,question,T45,1,source_text,A016,540005,540105,100
S002,2149,T45_Q1,question,T45,1,unassigned,,540305,540405,100
S002,2150,T45_Q1,question,T45,1,unassigned,,540605,540705,100
S002,2151,T45_Q1,question,T45,1,unassigned,,540938,541038,100
S002,2152,T45_Q1,question,T45,1,source_text,A017,541238,541338,100
S002,2153,T45_Q1,question,T45,1,source_text,A018,541555,541655,100
S002,2154,T45_Q1,question,T45,1,unassigned,,541899,541988,89
S002,2155,T45_Q1,question,T45,1,unassigned,,542205,542305,100
S002,2156,T45_Q1,question,T45,1,source_text,A019,542505,542605,100
S002,2157,T45_Q1,question,T45,1,source_text,A020,542814,542906,92
S002,2158,T45_Q1,question,T45,1,source_text,A021,543105,543205,100
S002,2159,T45_Q1,question,T45,1,source_text,A004,543405,543505,100
S002,2160,T45_Q1,question,T45,1,source_text,A016,543705,543805,100
S002,2161,T45_Q1,question,T45,1,source_text,A022,544005,544105,100
S002,2162,T45_Q1,question,T45,1,source_text,A023,544305,544405,100
S002,2163,T45_Q1,question,T45,1,source_text,A023,544638,544690,52
S002,2164,T45_Q1,question,T45,1,unassigned,,544938,545038,100
S002,2165,T45_Q1,question,T45,1,unassigned,,545239,545338,99
S002,2166,T45_Q1,question,T45,1,unassigned,,545538,545638,100
S002,2167,T45_Q1,question,T45,1,source_text,A024,545873,545972,99
S002,2168,T45_Q1,question,T45,1,source_text,A025,546171,546271,100
S002,2169,T45_Q1,question,T45,1,source_text,A026,546472,546572,100
S002,2170,T45_Q1,question,T45,1,source_text,A004,546781,546872,91
S002,2171,T45_Q1,question,T45,1,source_text,A027,547122,547171,49
S002,2172,T45_Q1,question,T45,1,unassigned,,547390,547490,100
S002,2173,T45_Q1,question,T45,1,unassigned,,547685,547782,97
S002,2174,T45_Q1,question,T45,1,unassigned,,548032,548090,58
S002,2175,T45_Q1,question,T45,1,unassigned,,548289,548388,99
S002,2176,T45_Q1,question,T45,1,source_text,A026,548638,548688,50
S002,2177,T45_Q1,question,T45,1,source_text,A018,548938,548989,51
S002,2178,T45_Q1,question,T45,1,unassigned,,549188,549288,100
S002,2179,T45_Q1,question,T45,1,unassigned,,549489,549588,99
S002,2180,T45_Q1,question,T45,1,source_text,A019,549790,549882,92
S002,2181,T45_Q1,question,T45,1,question_or_answer,A028,550088,550169,81
S002,2182,T45_Q1,question,T45,1,unassigned,,550372,550472,100
S002,2183,T45_Q1,question,T45,1,unassigned,,550721,550772,51
S002,2184,T45_Q1,question,T45,1,unassigned,,550957,551049,92
S002,2185,T45_Q1,question,T45,1,unassigned,,551239,551338,99
S002,2186,T45_Q1,question,T45,1,unassigned,,551538,551639,101
S002,2187,T45_Q1,question,T45,1,unassigned,,551838,551952,114
S002,2188,T45_Q1,question,T45,1,unassigned,,552155,552247,92
S002,2189,T45_Q1,question,T45,1,unassigned,,552438,552538,100
S002,2190,T45_Q1,question,T45,1,unassigned,,552738,552838,100
S002,2191,T45_Q1,question,T45,1,unassigned,,553038,553138,100
S002,2192,T45_Q1,question,T45,1,unassigned,,553339,553438,99
S002,2193,T45_Q1,question,T45,1,unassigned,,553638,553738,100
S002,2194,T45_Q1,question,T45,1,unassigned,,553938,554056,118
S002,2195,T45_Q1,question,T45,1,unassigned,,554255,554355,100
S002,2196,T45_Q1,question,T45,1,unassigned,,554555,554655,100
S002,2197,T45_Q1,question,T45,1,question_or_answer,A028,554855,554955,100
S002,2198,T45_Q1,question,T45,1,unassigned,,555158,555255,97
S002,2199,T45_Q1,question,T45,1,unassigned,,555455,555555,100
S002,2200,T45_Q1,question,T45,1,unassigned,,555755,555855,100
S002,2201,T45_Q1,question,T45,1,unassigned,,556055,556165,110
S002,2202,T45_Q1,question,T45,1,unassigned,,556372,556475,103
S002,2203,T45_Q1,question,T45,1,source_text,A004,556652,556755,103
S002,2204,T45_Q1,question,T45,1,source_text,A019,556955,557055,100
S002,2205,T45_Q1,question,T45,1,unassigned,,557255,557357,102
S002,2206,T45_Q1,question,T45,1,unassigned,,557556,557655,99
S002,2207,T45_Q1,question,T45,1,unassigned,,557855,557955,100
S002,2208,T45_Q1,question,T45,1,unassigned,,558155,558255,100
S002,2209,T45_Q1,question,T45,1,unassigned,,558457,558555,98
S002,2210,T45_Q1,question,T45,1,source_text,A004,558730,558838,108
S002,2211,T45_Q1,question,T45,1,source_text,A029,559038,559139,101
S002,2212,T45_Q1,question,T45,1,question_or_answer,A030,559363,559472,109
S002,2213,T45_Q1,question,T45,1,unassigned,,559673,559774,101
S002,2214,T45_Q1,question,T45,1,unassigned,,559955,560057,102
S002,2215,T45_Q1,question,T45,1,unassigned,,560250,560354,104
S002,2216,T45_Q1,question,T45,1,unassigned,,560557,560692,135
S002,2217,T45_Q1,question,T45,1,unassigned,,560975,561022,47
S002,2218,T45_Q1,question,T45,1,unassigned,,561255,561355,100
S002,2219,T45_Q1,question,T45,1,unassigned,,561566,561672,106
S002,2220,T45_Q1,question,T45,1,unassigned,,561873,561968,95
S002,2221,T45_Q1,question,T45,1,source_text,A031,562222,562272,50
S002,2222,T45_Q1,question,T45,1,unassigned,,562467,562558,91
S002,2223,T45_Q1,question,T45,1,unassigned,,562757,562858,101
S002,2224,T45_Q2,question,T45,2,unassigned,,563206,563308,102
S002,2225,T45_Q2,question,T45,2,source_text,A001,563520,563624,104
S002,2226,T45_Q2,question,T45,2,source_text,A002,563840,563930,90
S002,2227,T45_Q2,question,T45,2,source_text,A003,564139,564238,99
S002,2228,T45_Q2,question,T45,2,source_text,A004,564455,564557,102
S002,2229,T45_Q2,question,T45,2,unassigned,,564755,564856,101
S002,2230,T45_Q2,question,T45,2,source_text,A005,565055,565155,100
S002,2231,T45_Q2,question,T45,2,unassigned,,565355,565455,100
S002,2232,T45_Q2,question,T45,2,unassigned,,565655,565755,100
S002,2233,T45_Q2,question,T45,2,unassigned,,565955,566064,109
S002,2234,T45_Q2,question,T45,2,unassigned,,566272,566371,99
S002,2235,T45_Q2,question,T45,2,unassigned,,566572,566672,100
S002,2236,T45_Q2,question,T45,2,unassigned,,566872,566971,99
S002,2237,T45_Q2,question,T45,2,unassigned,,567172,567272,100
S002,2238,T45_Q2,question,T45,2,unassigned,,567472,567572,100
S002,2239,T45_Q2,question,T45,2,unassigned,,567771,567872,101
S002,2240,T45_Q2,question,T45,2,unassigned,,568072,568172,100
S002,2241,T45_Q2,question,T45,2,unassigned,,568389,568505,116
S002,2242,T45_Q2,question,T45,2,unassigned,,568705,568805,100
S002,2243,T45_Q2,question,T45,2,unassigned,,569003,569106,103
S002,2244,T45_Q2,question,T45,2,unassigned,,569307,569405,98
S002,2245,T45_Q2,question,T45,2,unassigned,,569622,569722,100
S002,2246,T45_Q2,question,T45,2,unassigned,,569922,570022,100
S002,2247,T45_Q2,question,T45,2,unassigned,,570238,570338,100
S002,2248,T45_Q2,question,T45,2,unassigned,,570538,570638,100
S002,2249,T45_Q2,question,T45,2,unassigned,,570839,570934,95
S002,2250,T45_Q2,question,T45,2,unassigned,,571138,571239,101
S002,2251,T45_Q2,question,T45,2,unassigned,,571472,571571,99
S002,2252,T45_Q2,question,T45,2,unassigned,,571772,571872,100
S002,2253,T45_Q2,question,T45,2,unassigned,,572072,572172,100
S002,2254,T45_Q2,question,T45,2,unassigned,,572389,572488,99
S002,2255,T45_Q2,question,T45,2,unassigned,,572691,572803,112
S002,2256,T45_Q2,question,T45,2,unassigned,,573005,573110,105
S002,2257,T45_Q2,question,T45,2,unassigned,,573322,573422,100
S002,2258,T45_Q2,question,T45,2,unassigned,,573622,573722,100
S002,2259,T45_Q2,question,T45,2,unassigned,,573922,574019,97
S002,2260,T45_Q2,question,T45,2,source_text,A006,574238,574359,121
S002,2261,T45_Q2,question,T45,2,source_text,A007,574555,574656,101
S002,2262,T45_Q2,question,T45,2,source_text,A008,574855,574955,100
S002,2263,T45_Q2,question,T45,2,unassigned,,575155,575255,100
S002,2264,T45_Q2,question,T45,2,unassigned,,575459,575571,112
S002,2265,T45_Q2,question,T45,2,question_or_answer,A009,575772,575872,100
S002,2266,T45_Q2,question,T45,2,unassigned,,576084,576188,104
S002,2267,T45_Q2,question,T45,2,source_text,A005,576388,576500,112
S002,2268,T45_Q2,question,T45,2,unassigned,,576705,576822,117
S002,2269,T45_Q2,question,T45,2,source_text,A010,577022,577122,100
S002,2270,T45_Q2,question,T45,2,source_text,A011,577321,577422,101
S002,2271,T45_Q2,question,T45,2,unassigned,,577622,577722,100
S002,2272,T45_Q2,question,T45,2,unassigned,,577926,578039,113
S002,2273,T45_Q2,question,T45,2,source_text,A001,578238,578338,100
S002,2274,T45_Q2,question,T45,2,source_text,A007,578588,578638,50
S002,2275,T45_Q2,question,T45,2,source_text,A012,578839,578938,99
S002,2276,T45_Q2,question,T45,2,source_text,A013,579138,579238,100
S002,2277,T45_Q2,question,T45,2,source_text,A010,579438,579538,100
S002,2278,T45_Q2,question,T45,2,source_text,A001,579739,579839,100
S002,2279,T45_Q2,question,T45,2,source_text,A012,580039,580138,99
S002,2280,T45_Q2,question,T45,2,source_text,A005,580355,580472,117
S002,2281,T45_Q2,question,T45,2,unassigned,,580689,580788,99
S002,2282,T45_Q2,question,T45,2,source_text,A014,581038,581088,50
S002,2283,T45_Q2,question,T45,2,source_text,A015,581289,581388,99
S002,2284,T45_Q2,question,T45,2,source_text,A007,581588,581688,100
S002,2285,T45_Q2,question,T45,2,unassigned,,581905,582005,100
S002,2286,T45_Q2,question,T45,2,unassigned,,582205,582306,101
S002,2287,T45_Q2,question,T45,2,unassigned,,582505,582605,100
S002,2288,T45_Q2,question,T45,2,unassigned,,582805,582905,100
S002,2289,T45_Q2,question,T45,2,source_text,A016,583122,583222,100
S002,2290,T45_Q2,question,T45,2,unassigned,,583422,583522,100
S002,2291,T45_Q2,question,T45,2,source_text,A017,583722,583822,100
S002,2292,T45_Q2,question,T45,2,unassigned,,584022,584138,116
S002,2293,T45_Q2,question,T45,2,unassigned,,584355,584455,100
S002,2294,T45_Q2,question,T45,2,unassigned,,584655,584705,50
S002,2295,T45_Q2,question,T45,2,unassigned,,584938,585039,101
S002,2296,T45_Q2,question,T45,2,source_text,A018,585242,585338,96
S002,2297,T45_Q2,question,T45,2,source_text,A019,585538,585639,101
S002,2298,T45_Q2,question,T45,2,source_text,A015,585838,585938,100
S002,2299,T45_Q2,question,T45,2,source_text,A008,586134,586234,100
S002,2300,T45_Q2,question,T45,2,unassigned,,586411,586498,87
S002,2301,T45_Q2,question,T45,2,source_text,A020,586704,586798,94
S002,2302,T45_Q2,question,T45,2,unassigned,,587002,587107,105
S002,2303,T45_Q2,question,T45,2,unassigned,,587307,587410,103
S002,2304,T45_Q3,question,T45,3,unassigned,,587690,587788,98
S002,2305,T45_Q3,question,T45,3,source_text,A001,588005,588105,100
S002,2306,T45_Q3,question,T45,3,unassigned,,588305,588405,100
S002,2307,T45_Q3,question,T45,3,unassigned,,588605,588705,100
S002,2308,T45_Q3,question,T45,3,source_text,A002,588905,589005,100
S002,2309,T45_Q3,question,T45,3,source_text,A003,589205,589305,100
S002,2310,T45_Q3,question,T45,3,unassigned,,589505,589605,100
S002,2311,T45_Q3,question,T45,3,source_text,A004,589805,589905,100
S002,2312,T45_Q3,question,T45,3,source_text,A005,590105,590201,96
S002,2313,T45_Q3,question,T45,3,source_text,A006,590406,590505,99
S002,2314,T45_Q3,question,T45,3,source_text,A006,590707,590807,100
S002,2315,T45_Q3,question,T45,3,source_text,A007,591005,591087,82
S002,2316,T45_Q3,question,T45,3,unassigned,,591288,591388,100
S002,2317,T45_Q3,question,T45,3,source_text,A008,591589,591688,99
S002,2318,T45_Q3,question,T45,3,unassigned,,591888,591988,100
S002,2319,T45_Q3,question,T45,3,unassigned,,592189,592289,100
S002,2320,T45_Q3,question,T45,3,source_text,A003,592490,592584,94
S002,2321,T45_Q3,question,T45,3,source_text,A003,592789,592888,99
S002,2322,T45_Q3,question,T45,3,unassigned,,593138,593189,51
S002,2323,T45_Q3,question,T45,3,unassigned,,593388,593488,100
S002,2324,T45_Q3,question,T45,3,source_text,A009,593694,593805,111
S002,2325,T45_Q3,question,T45,3,source_text,A010,594005,594103,98
S002,2326,T45_Q3,question,T45,3,unassigned,,594306,594355,49
S002,2327,T45_Q3,question,T45,3,source_text,A011,594605,594706,101
S002,2328,T45_Q3,question,T45,3,source_text,A012,594905,595005,100
S002,2329,T45_Q3,question,T45,3,source_text,A011,595255,595311,56
S002,2330,T45_Q3,question,T45,3,source_text,A007,595505,595605,100
S002,2331,T45_Q3,question,T45,3,source_text,A010,595805,595905,100
S002,2332,T45_Q3,question,T45,3,source_text,A013,596105,596205,100
S002,2333,T45_Q3,question,T45,3,unassigned,,596405,596507,102
S002,2334,T45_Q3,question,T45,3,source_text,A009,596708,596827,119
S002,2335,T45_Q3,question,T45,3,question_or_answer,A014,597021,597122,101
S002,2336,T45_Q3,question,T45,3,unassigned,,597326,597422,96
S002,2337,T45_Q3,question,T45,3,source_text,A015,597638,597738,100
S002,2338,T45_Q3,question,T45,3,source_text,A008,597938,598038,100
S002,2339,T45_Q3,question,T45,3,source_text,A016,598239,598340,101
S002,2340,T45_Q3,question,T45,3,source_text,A016,598562,598676,114
S002,2341,T45_Q3,question,T45,3,unassigned,,598871,598921,50
S002,2342,T45_Q3,question,T45,3,source_text,A016,599171,599272,101
S002,2343,T45_Q3,question,T45,3,unassigned,,599472,599572,100
S002,2344,T45_Q3,question,T45,3,unassigned,,599838,599888,50
S002,2345,T45_Q3,question,T45,3,question_or_answer,A017,600138,600238,100
S002,2346,T45_Q3,question,T45,3,unassigned,,600438,600540,102
S002,2347,T45_Q3,question,T45,3,question_or_answer,A018,600738,600838,100
S002,2348,T45_Q3,question,T45,3,question_or_answer,A014,601038,601139,101
S002,2349,T45_Q3,question,T45,3,unassigned,,601338,601439,101
S002,2350,T45_Q3,question,T45,3,unassigned,,601638,601755,117
S002,2351,T45_Q3,question,T45,3,unassigned,,601955,602053,98
S002,2352,T45_Q3,question,T45,3,source_text,A016,602255,602355,100
S002,2353,T45_Q3,question,T45,3,source_text,A011,602572,602685,113
S002,2354,T45_Q3,question,T45,3,source_text,A016,602889,602989,100
S002,2355,T45_Q3,question,T45,3,source_text,A007,603188,603292,104
S002,2356,T45_Q3,question,T45,3,source_text,A003,603505,603605,100
S002,2357,T45_Q3,question,T45,3,unassigned,,603805,603905,100
S002,2358,T45_Q3,question,T45,3,source_text,A019,604107,604205,98
S002,2359,T45_Q3,question,T45,3,source_text,A020,604405,604505,100
S002,2360,T45_Q3,question,T45,3,unassigned,,604705,604811,106
S002,2361,T45_Q3,question,T45,3,unassigned,,605005,605105,100
S002,2362,T45_Q3,question,T45,3,unassigned,,605307,605405,98
S002,2363,T45_Q3,question,T45,3,unassigned,,605622,605744,122
S002,2364,T45_Q3,question,T45,3,unassigned,,605938,606038,100
S002,2365,T45_Q3,question,T45,3,unassigned,,606238,606366,128
S002,2366,T45_Q3,question,T45,3,unassigned,,606622,606672,50
S002,2367,T45_Q3,question,T45,3,source_text,A019,606872,606972,100
S002,2368,T45_Q3,question,T45,3,unassigned,,607172,607272,100
S002,2369,T45_Q3,question,T45,3,unassigned,,607488,607589,101
S002,2370,T45_Q3,question,T45,3,unassigned,,607788,607888,100
S002,2371,T45_Q3,question,T45,3,unassigned,,608088,608188,100
S002,2372,T45_Q3,question,T45,3,unassigned,,608389,608488,99
S002,2373,T45_Q3,question,T45,3,unassigned,,608688,608788,100
S002,2374,T45_Q3,question,T45,3,unassigned,,608988,609091,103
S002,2375,T45_Q3,question,T45,3,unassigned,,609288,609389,101
S002,2376,T45_Q3,question,T45,3,unassigned,,609588,609689,101
S002,2377,T45_Q3,question,T45,3,unassigned,,609888,609988,100
S002,2378,T45_Q3,question,T45,3,unassigned,,610188,610288,100
S002,2379,T45_Q3,question,T45,3,unassigned,,610488,610588,100
S002,2380,T45_Q3,question,T45,3,unassigned,,610822,610922,100
S002,2381,T45_Q3,question,T45,3,unassigned,,611172,611223,51
S002,2382,T45_Q3,question,T45,3,unassigned,,611422,611522,100
S002,2383,T45_Q3,question,T45,3,unassigned,,611722,611822,100
S002,2384,T45_Q3,question,T45,3,unassigned,,612021,612121,100
S002,2385,T45_Q3,question,T45,3,unassigned,,612322,612447,125
S002,2386,T45_Q3,question,T45,3,unassigned,,612655,612755,100
S002,2387,T45_Q3,question,T45,3,unassigned,,612972,613071,99
S002,2388,T45_Q3,question,T45,3,unassigned,,613272,613388,116
S002,2389,T45_Q3,question,T45,3,unassigned,,613588,613688,100
S002,2390,T45_Q3,question,T45,3,unassigned,,613939,613988,49
S002,2391,T45_Q3,question,T45,3,unassigned,,614188,614288,100
S002,2392,T45_Q3,question,T45,3,unassigned,,614488,614588,100
